POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
196,2010,D1,100,Men,"Cole, Alvin",SR-4,Northern Iowa,10:64,10.64,,,,Missouri Valley Conference Championships,"May 14, 2010"
196,2010,D1,100,Men,"Edlich, Ryan",SR-4,Coastal Carolina,10:64,10.64,,,,Liberty University Twilight Qualifier,"Apr 29, 2010"
196,2010,D1,100,Men,"Hortelano-Roig, Bruno",,Cornell,10:64,10.64,,,,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
196,2010,D1,100,Men,"Manning, Collin",FR-1,Penn State,10:64,10.64,,,,Penn State Open,"May 7, 2010"
196,2010,D1,100,Men,"McGraw, Tyrone",SR-4,Stanford,10:64,10.64,,,,Cal vs. Stanford Big Meet,"Apr 10, 2010"
196,2010,D1,100,Men,"Miller, Ray",SR-4,Arizona State,10:64,10.64,,,,2010 Arizona State Invitational,"Mar 26, 2010"
196,2010,D1,100,Men,"Otto, Trinity",SR-4,Texas A&M,10:64,10.64,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
196,2010,D1,100,Men,"Penn, Ryan",JR-3,LSU,10:64,10.64,,,,LSU Relays (College/Open),"Mar 26, 2010"
196,2010,D1,100,Men,"Steed, Lenoard",JR-3,Coastal Carolina,10:64,10.64,,,,Big South Conference Championships,"Apr 15, 2010"
196,2010,D1,100,Men,"Wells, Shane",SO-2,Michigan State,10:64,10.64,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
207,2010,D1,100,Men,"Artis, Dominic",SR-4,South Dakota,10:65,10.65,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
207,2010,D1,100,Men,"Bailey, Jacey",JR-3,Liberty,10:65,10.65,,,,Big South Conference Championships,"Apr 15, 2010"
207,2010,D1,100,Men,"Boles, Phillip",SO-2,Central Arkansas,10:65,10.65,,,,Northwestern State Invitational,"May 1, 2010"
207,2010,D1,100,Men,"Davis, Michael",JR-3,Cal St. Bakersfield,10:65,10.65,,,,Northridge Invitational,"Mar 12, 2010"
207,2010,D1,100,Men,"Deloney, Brandon",SO-2,Southern Illinois,10:65,10.65,,,,Redbird Spring Invitational,"Apr 24, 2010"
207,2010,D1,100,Men,"Giurdanella, Giorgio",SO-2,Northern Iowa,10:65,10.65,,,,John Jacobs Collegiate Invitational,"Apr 16, 2010"
207,2010,D1,100,Men,"Hasty, Zackery",JR-3,South Carolina St.,10:65,10.65,,,,MEAC Outdoor Championships,"May 6, 2010"
207,2010,D1,100,Men,"Luther, Bryan",SR-4,Cal St. Fullerton,10:65,10.65,,,,Big West Challenge,"Apr 9, 2010"
207,2010,D1,100,Men,"McDaniel, Alfred",SR-4,Army,10:65,10.65,,,,USF Bulls Invitational,"Mar 19, 2010"
207,2010,D1,100,Men,"Miles , Damian",,Maryland-Eastern Shore,10:65,10.65,,,,MEAC Outdoor Championships,"May 6, 2010"
207,2010,D1,100,Men,"Murphy, Isaac",SR-4,Texas,10:65,10.65,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
218,2010,D1,100,Men,"Aaronson, Chase",JR-3,Cornell,10:66,10.66,,,,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
218,2010,D1,100,Men,"Adegoke, Kayode",SR-4,Illinois State,10:66,10.66,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
218,2010,D1,100,Men,"Ansley, Ramaan",FR-1,Norfolk State,10:66,10.66,,,,MEAC Outdoor Championships,"May 6, 2010"
218,2010,D1,100,Men,"Campbell, Rashad",SR-4,Campbell,10:66,10.66,,,,Charlotte Invitational,"Apr 17, 2010"
218,2010,D1,100,Men,"Ward, Anthony",SO-2,Charleston Southern,10:66,10.66,,,,Clemson Orange & Purple Invitational,"May 7, 2010"
218,2010,D1,100,Men,"Webster, Kayvon",,South Florida,10:66,10.66,,,,USF Bulls Invitational,"Mar 19, 2010"
224,2010,D1,100,Men,"Brookins, Ronald",SR-4,Sacramento St.,10:67,10.67,,,,2010 Big Sky Conference Championships,"May 12, 2010"
224,2010,D1,100,Men,"Egbe, Amechi",,USC,10:67,10.67,,,,Tiny Lister Invitational,"Apr 24, 2010"
224,2010,D1,100,Men,"Fly, Stephen",SR-4,Auburn,10:67,10.67,,,,Auburn Tiger Track Classic,"Apr 2, 2010"
224,2010,D1,100,Men,"Fothergill, Allodin",SR-4,Maryland-Eastern Shore,10:67,10.67,,,,Mason Spring Invite,"Apr 10, 2010"
224,2010,D1,100,Men,"Houston, Jarred",SR-4,Cal Poly,10:67,10.67,,,,Cal Poly/Fresno Dual Meet,"Mar 13, 2010"
224,2010,D1,100,Men,"Jameson, Corey",SR-4,Coastal Carolina,10:67,10.67,,,,Liberty University Twilight Qualifier,"Apr 29, 2010"
224,2010,D1,100,Men,"Kerswill, Matt",,South Dakota,10:67,10.67,,,,Great West Conference Champs,"May 13, 2010"
224,2010,D1,100,Men,"Radden, Aaron",FR-1,Central Connecticut,10:67,10.67,,,,Holy Cross Duals,"Apr 20, 2010"
224,2010,D1,100,Men,"Reed, Albert",SR-4,Sacramento St.,10:67,10.67,,,,Sacramento State MONDO Invitational,"Apr 17, 2010"
224,2010,D1,100,Men,"Smith, Calvin",SR-4,Florida,10:67,10.67,,,,UCF Invitational,"Mar 26, 2010"
234,2010,D1,100,Men,"Sayyid, Sulaiman",SR-4,Colorado St.,10:68,10.68,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
234,2010,D1,100,Men,"Struckman, Chris",SO-2,Weber State,10:68,10.68,,,,2010 Big Sky Conference Championships,"May 12, 2010"
234,2010,D1,100,Men,"Bryson, Princeton",SR-4,Kent State,10:68,10.68,,,,Sea Ray Relays,"Apr 7, 2010"
234,2010,D1,100,Men,"Mahlung, Nickolei",SO-2,Long Island,10:68,10.68,,,,Northeast Conference Championship,"May 1, 2010"
234,2010,D1,100,Men,"Porter, Nick",JR-3,California,10:68,10.68,,,,Cal vs. Stanford Big Meet,"Apr 10, 2010"
234,2010,D1,100,Men,"Prevette, Justin",JR-3,UNC-Wilmington,10:68,10.68,,,,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
234,2010,D1,100,Men,"Scales, Nathaniel",,Kent State,10:68,10.68,,,,Ashland University Alumni Open,"Apr 23, 2010"
234,2010,D1,100,Men,"Williams, Alex",SO-2,Kentucky,10:68,10.68,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
234,2010,D1,100,Men,"Wilson, DeAngelo",SR-4,VCU,10:68,10.68,,,,VCU Invitational,"Apr 17, 2010"
234,2010,D1,100,Men,"Wise, Andre",JR-3,Western Kentucky,10:68,10.68,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
244,2010,D1,100,Men,"Bacchus, Kendall",FR-1,Nebraska,10:69,10.69,,,,Texas Tech vs. Nebraska Dual Meet,"May 1, 2010"
244,2010,D1,100,Men,"Thomas, Justin",,Appalachian State,10:69,10.69,,,,Southern Conference Championship,"Apr 24, 2010"
244,2010,D1,100,Men,"Whitaker, A.J.",SO-2,Colorado,10:69,10.69,,,,Fum McGraw Open,"May 8, 2010"
244,2010,D1,100,Men,"Acker, Justin",SR-4,UMBC,10:69,10.69,,,,Mason Spring Invite,"Apr 10, 2010"
244,2010,D1,100,Men,"Brown, Devon",JR-3,Hampton,10:69,10.69,,,,IC4A Outdoor Championship,"May 14, 2010"
244,2010,D1,100,Men,"Dobson, Aaron",JR-3,Akron,10:69,10.69,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
244,2010,D1,100,Men,"Jelks, Brandon",SR-4,Eastern Illinois,10:69,10.69,,,,Lee Calhoun Invitational,"Apr 10, 2010"
244,2010,D1,100,Men,"Jones, CJ",SO-2,Texas A&M,10:69,10.69,,,,2010 Arizona State Invitational,"Mar 26, 2010"
244,2010,D1,100,Men,"Marshall, Antonial",,East Carolina,10:69,10.69,,,,Conference USA Outdoor Championships,"May 13, 2010"
244,2010,D1,100,Men,"Sims, Justin",SR-4,Southern Miss.,10:69,10.69,,,,Conference USA Outdoor Championships,"May 13, 2010"
244,2010,D1,100,Men,"Williams, Nick",SO-2,Xavier (Ohio),10:69,10.69,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
255,2010,D1,100,Men,"Barlow, Frashod",SR-4,Memphis,10:70,10.7,,,,Conference USA Outdoor Championships,"May 13, 2010"
255,2010,D1,100,Men,"Brehm, William",SR-4,New Hampshire,10:70,10.7,,,,UNH Wildcat Invitational II,"Apr 10, 2010"
255,2010,D1,100,Men,"Hargrove, Stefon",JR-3,Texas State,10:70,10.7,,,,Trinity Alumni Classic,"Apr 10, 2010"
255,2010,D1,100,Men,"Lawson, Christopher",,Coastal Carolina,10:70,10.7,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
255,2010,D1,100,Men,"Moss, Miller",SR-4,Clemson,10:70,10.7,,,,ACC Outdoor Championships,"Apr 15, 2010"
255,2010,D1,100,Men,"Patterson, Darren",JR-3,Eastern Illinois,10:70,10.7,,,,Vanderbilt Invitational,"Apr 16, 2010"
255,2010,D1,100,Men,"Prescott, Koleon",SR-4,Eastern Michigan,10:70,10.7,,,,Mid-American Conference Outdoor Championships,"May 13, 2010"
255,2010,D1,100,Men,"Reddick, Dominique",SO-2,Texas Southern,10:70,10.7,,,,ExxonMobil Ty Terrell Relays,"Apr 10, 2010"
255,2010,D1,100,Men,"Wims, Scott",SR-4,Nebraska,10:70,10.7,,,,2010 Nebraska Open,"May 8, 2010"
264,2010,D1,100,Men,"Alexander, James",SR-4,Va. Military Institute,10:71,10.71,,,,Liberty Collegiate Invitational,"Apr 2, 2010"
264,2010,D1,100,Men,"Barner, Kenjon",,Oregon,10:71,10.71,,,,Pac-10 Track & Field Championships,"May 15, 2010"
264,2010,D1,100,Men,"Carter, Malcolm",SO-2,SE Louisiana,10:71,10.71,,,,USA Invitational,"Apr 10, 2010"
264,2010,D1,100,Men,"Cleary, Earnest",SR-4,Detroit Mercy,10:71,10.71,,,,Horizon League Championship,"Apr 30, 2010"
264,2010,D1,100,Men,"Griffin, Stan",SR-4,UCLA,10:71,10.71,,,,USC vs UCLA Dual Meet,"May 1, 2010"
264,2010,D1,100,Men,"Hawkes, Floyd",SR-4,Maryland,10:71,10.71,,,,ACC Outdoor Championships,"Apr 15, 2010"
264,2010,D1,100,Men,"Richardson, Raymond",SR-4,Western Illinois,10:71,10.71,,,,Lee Calhoun Invitational,"Apr 10, 2010"
264,2010,D1,100,Men,"Robinson, Jacquecar",SR-4,Grambling,10:71,10.71,,,,2010 SWAC Track and Field Outdoor Championship,"Apr 29, 2010"
264,2010,D1,100,Men,"Spruel, Roderick",,Liberty,10:71,10.71,,,,Big South Conference Championships,"Apr 15, 2010"
264,2010,D1,100,Men,"White, Darryl",,Syracuse,10:71,10.71,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
264,2010,D1,100,Men,"Williams, Robert",JR-3,Prairie View,10:71,10.71,,,,ExxonMobil Ty Terrell Relays,"Apr 10, 2010"
275,2010,D1,100,Men,"Bennett, Teo",SO-2,Coppin State,10:72,10.72,,,,Coppin State Eagle Twilight,"Apr 29, 2010"
275,2010,D1,100,Men,"Boyer, Antony",SR-4,UMKC,10:72,10.72,,,,Summit League Outdoor Track & Field Championships,"May 13, 2010"
275,2010,D1,100,Men,"Dyce, Maxwell",,UCLA,10:72,10.72,,,,Rafer Johnson/Jackie Joyner-Kersee Invite,"Apr 8, 2010"
275,2010,D1,100,Men,"Fisicaro, Ryan",JR-3,Stanford,10:72,10.72,,,,Cal vs. Stanford Big Meet,"Apr 10, 2010"
275,2010,D1,100,Men,"Fluellen, Jhamal",SR-4,Maine,10:72,10.72,,,,America East Championships,"May 1, 2010"
275,2010,D1,100,Men,"Jackson, Raymond",FR-1,Arkansas State,10:72,10.72,,,,ULM Warhawk Classic,"Apr 24, 2010"
281,2010,D1,100,Men,"Chafausipo, Clive",SR-4,Oral Roberts,10:73,10.73,,,,Bob William/Bill Laptad,"Apr 23, 2010"
281,2010,D1,100,Men,"Dickman, Chris",SR-4,Wichita State,10:73,10.73,,,,Missouri Valley Conference Championships,"May 14, 2010"
281,2010,D1,100,Men,"Ghormley, James",,BYU,10:73,10.73,,,,Spring Break Classic,"Mar 20, 2010"
281,2010,D1,100,Men,"James, Shaun",JR-3,Drake,10:73,10.73,,,,Musco Invitational,"May 1, 2010"
281,2010,D1,100,Men,"Lange, Sean",FR-1,Kentucky,10:73,10.73,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
281,2010,D1,100,Men,"McGee, Brandon",,Miami,10:73,10.73,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
281,2010,D1,100,Men,"Navarro, Geoff",SR-4,Monmouth,10:73,10.73,,,,Northeast Conference Championship,"May 1, 2010"
281,2010,D1,100,Men,"Odocha, Tochi",SR-4,Howard,10:73,10.73,,,,MEAC Outdoor Championships,"May 6, 2010"
281,2010,D1,100,Men,"Ratomski, Yury",JR-3,Michigan State,10:73,10.73,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
281,2010,D1,100,Men,"Santos, Ben",SR-4,Cal St. Northridge,10:73,10.73,,,,Cal/Nevada Collegiate Championship,"Mar 27, 2010"
281,2010,D1,100,Men,"Schichtel, Daniel",SR-4,Buffalo,10:73,10.73,,,,University at Buffalo Open,"Apr 17, 2010"
281,2010,D1,100,Men,"Schoultz, Marcus",FR-1,Charleston Southern,10:73,10.73,,,,Big South Conference Championships,"Apr 15, 2010"
281,2010,D1,100,Men,"Silkauskas, Mantas",SR-4,Kansas State,10:73,10.73,,,,Jim Click Combined Events,"Apr 1, 2010"
294,2010,D1,100,Men,"Brunette, Nate",,UTSA,10:74,10.74,,,,Southland Conference Outdoor Championships,"May 14, 2010"
294,2010,D1,100,Men,"Mallory, Julian",SR-4,Tennessee St.,10:74,10.74,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
294,2010,D1,100,Men,"Messina, Nick",JR-3,Louisiana Tech,10:74,10.74,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
294,2010,D1,100,Men,"Reilly, Connor",,Dartmouth,10:74,10.74,,,,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
294,2010,D1,100,Men,"St. Bernard, Jerome",SR-4,Coastal Carolina,10:74,10.74,,,,Liberty University Twilight Qualifier,"Apr 29, 2010"
294,2010,D1,100,Men,"Szebeny, Miklos",JR-3,Notre Dame,10:74,10.74,,,,Purdue Dave Rankin Invitational,"Apr 16, 2010"
294,2010,D1,100,Men,"Vandriel, Brandon",FR-1,Michigan State,10:74,10.74,,,,Indiana State University Quad,"Apr 16, 2010"
301,2010,D1,100,Men,"Di Sabella, Miles",,Northern Arizona,10:75,10.75,,,,2010 Big Sky Conference Championships,"May 12, 2010"
301,2010,D1,100,Men,"Brafford, Logan",FR-1,Florida State,10:75,10.75,,,,UNF Spring Break Open,"Mar 5, 2010"
301,2010,D1,100,Men,"Brazzell, Lorenzo",SR-4,Akron,10:75,10.75,,,,Northeast Ohio Quad @ Akron,"Apr 9, 2010"
301,2010,D1,100,Men,"Clark, Antoine",SR-4,Syracuse,10:75,10.75,,,,IC4A Outdoor Championship,"May 14, 2010"
301,2010,D1,100,Men,"Conaway, Justin",JR-3,High Point,10:75,10.75,,,,Big South Conference Championships,"Apr 15, 2010"
301,2010,D1,100,Men,"Daniel, Shane",,Illinois,10:75,10.75,,,,Illinois Twilight,"Apr 30, 2010"
301,2010,D1,100,Men,"Hunt, Leon",JR-3,Florida A&M,10:75,10.75,,,,MEAC Outdoor Championships,"May 6, 2010"
301,2010,D1,100,Men,"Jones, Perron",FR-1,Georgia Tech,10:75,10.75,,,,ACC Outdoor Championships,"Apr 15, 2010"
301,2010,D1,100,Men,"Miller, Lamar",FR-1,Miami,10:75,10.75,,,,ACC Outdoor Championships,"Apr 15, 2010"
301,2010,D1,100,Men,"Sama, Amara",SR-4,Iowa State,10:75,10.75,,,,Big 12 Championships,"May 14, 2010"
301,2010,D1,100,Men,"Sanders, Emerson",,Texas,10:75,10.75,,,,Texas Invite,"May 1, 2010"
301,2010,D1,100,Men,"Washington, Byron",SR-4,North Texas,10:75,10.75,,,,North Texas Spring Classic,"Apr 10, 2010"
313,2010,D1,100,Men,"Barrow, Omari",SO-2,Georgia,10:76,10.76,,,,2010 Florida Relays,"Apr 2, 2010"
313,2010,D1,100,Men,"Bush, Bernard",SR-4,Syracuse,10:76,10.76,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
313,2010,D1,100,Men,"Drakeford, Antione",SR-4,Cincinnati,10:76,10.76,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
313,2010,D1,100,Men,"Ferguson, Marcus",SR-4,Akron,10:76,10.76,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
313,2010,D1,100,Men,"Hunter, Kadeem",,Georgetown,10:76,10.76,,,,IC4A Outdoor Championship,"May 14, 2010"
313,2010,D1,100,Men,"Igeleke, Dayo",SR-4,Cincinnati,10:76,10.76,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
313,2010,D1,100,Men,"Littleton, Chris",SR-4,SIU-Edwardsville,10:76,10.76,,,,SIUE Gateway Classic,"Apr 17, 2010"
313,2010,D1,100,Men,"Mueller, Mark",JR-3,Stanford,10:76,10.76,,,,Cal vs. Stanford Big Meet,"Apr 10, 2010"
313,2010,D1,100,Men,"Pettis, Andrew",,Texas-Arlington,10:76,10.76,,,,Northwestern State Invitational,"May 1, 2010"
313,2010,D1,100,Men,"Porter, Ezekiel",SR-4,Buffalo,10:76,10.76,,,,University at Buffalo Open,"Apr 17, 2010"
313,2010,D1,100,Men,"Rainey, Chris",SR-4,Florida,10:76,10.76,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
313,2010,D1,100,Men,"Smith, Brian",SR-4,Buffalo,10:76,10.76,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
313,2010,D1,100,Men,"Swift, Clifton",SR-4,Texas Southern,10:76,10.76,,,,2010 SWAC Track and Field Outdoor Championship,"Apr 29, 2010"
313,2010,D1,100,Men,"Taylor, Nic",SR-4,Cal St. Northridge,10:76,10.76,,,,Cal/Nevada Collegiate Championship,"Mar 27, 2010"
313,2010,D1,100,Men,"Verburg, David",FR-1,George Mason,10:76,10.76,,,,Raleigh Relays,"Mar 26, 2010"
328,2010,D1,100,Men,"Avery, Ryan",FR-1,Weber State,10:77,10.77,,,,2010 Big Sky Conference Championships,"May 12, 2010"
328,2010,D1,100,Men,"Harrison, Antoine",SR-4,Colorado St.,10:77,10.77,,,,Fum McGraw Open,"May 8, 2010"
328,2010,D1,100,Men,"Adriana, Marco",FR-1,Texas-Arlington,10:77,10.77,,,,Northwestern State Invitational,"May 1, 2010"
328,2010,D1,100,Men,"Campbell, Aaron",SR-4,Vermont,10:77,10.77,,,,Penn Relays,"Apr 20, 2010"
328,2010,D1,100,Men,"Dryden, Miles",JR-3,Temple,10:77,10.77,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
328,2010,D1,100,Men,"Embry, Martin",SR-4,Bethune-Cookman,10:77,10.77,,,,UNF Osprey Challenge,"Apr 17, 2010"
328,2010,D1,100,Men,"Harris, Daniel",SR-4,Buffalo,10:77,10.77,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
328,2010,D1,100,Men,"Horn, Gray",SR-4,Florida,10:77,10.77,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
328,2010,D1,100,Men,"Richardson, Shaka",JR-3,Southern Utah,10:77,10.77,,,,2010 Pomona-Pitzer Track & Field Invite (Invited Colleges),"Apr 10, 2010"
328,2010,D1,100,Men,"Stanfield, Zach",SR-4,Seattle U.,10:77,10.77,,,,2010 Willamette Invitational - COLLEGE TEAMS,"Apr 2, 2010"
328,2010,D1,100,Men,"Watson, Dominique",,Akron,10:77,10.77,,,,Northeast Ohio Quad @ Akron,"Apr 9, 2010"
328,2010,D1,100,Men,"Whyte, Carbinere",SR-4,Morgan State,10:77,10.77,,,,MEAC Outdoor Championships,"May 6, 2010"
328,2010,D1,100,Men,"Williams, Karl",FR-1,Georgia State,10:77,10.77,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
341,2010,D1,100,Men,"Bowman, Willie",JR-3,Western Carolina,10:78,10.78,,,,Southern Conference Championship,"Apr 24, 2010"
341,2010,D1,100,Men,"Brauneis, Keith",SR-4,Wyoming,10:78,10.78,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
341,2010,D1,100,Men,"Rose, Brock",SR-4,Weber State,10:78,10.78,,,,2010 Mark Faldmo Invitational,"Apr 17, 2010"
341,2010,D1,100,Men,"Taylor, Evan",FR-1,Northern Colorado,10:78,10.78,,,,Fum McGraw Open,"May 8, 2010"
341,2010,D1,100,Men,"Abram, Terence",,USC,10:78,10.78,,,,USC vs UCLA Dual Meet,"May 1, 2010"
341,2010,D1,100,Men,"Baji, Balazs",FR-1,Kansas State,10:78,10.78,,,,Ward Haylett,"May 1, 2010"
341,2010,D1,100,Men,"Barren, Phillip",,N.C. Central,10:78,10.78,,,,Wake Forest Open,"Mar 19, 2010"
341,2010,D1,100,Men,"Capelle, Eric",SR-4,Boise State,10:78,10.78,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
341,2010,D1,100,Men,"Chin, Victor",JR-3,Florida Int'l,10:78,10.78,,,,UCF Invitational,"Mar 26, 2010"
341,2010,D1,100,Men,"Crum, Durant",SR-4,Michigan State,10:78,10.78,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
341,2010,D1,100,Men,"Edwards, Kirkston",FR-1,Central Michigan,10:78,10.78,,,,Lenny Lyle / Clarke Wood Invite,"Apr 16, 2010"
341,2010,D1,100,Men,"Hobwana, Antony",SR-4,Pittsburgh,10:78,10.78,,,,Duke Invitational,"Apr 2, 2010"
341,2010,D1,100,Men,"Landrum, Vushaun",SR-4,Detroit Mercy,10:78,10.78,,,,Bucknell Bison Outdoor Classic,"Apr 9, 2010"
341,2010,D1,100,Men,"Morton, Amaechi",SO-2,Stanford,10:78,10.78,,,,Brutus Hamilton Invitational,"Apr 23, 2010"
341,2010,D1,100,Men,"Pritchett, Phillip",,Troy,10:78,10.78,,,,USA Invitational,"Apr 10, 2010"
341,2010,D1,100,Men,"Rodgers, Justin",JR-3,Richmond,10:78,10.78,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
341,2010,D1,100,Men,"Simms, Michael",FR-1,Georgia Tech,10:78,10.78,,,,ACC Outdoor Championships,"Apr 15, 2010"
341,2010,D1,100,Men,"Taiwo, Chris",SR-4,Monmouth,10:78,10.78,,,,Northeast Conference Championship,"May 1, 2010"
341,2010,D1,100,Men,"Wimbley, Josh",SR-4,South Florida,10:78,10.78,,,,South Florida Invitational,"May 14, 2010"
360,2010,D1,100,Men,"Christian, Tevarus",SR-4,Mississippi St.,10:79,10.79,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
360,2010,D1,100,Men,"Eddie, Justinn",SR-4,Miami (Ohio),10:79,10.79,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
360,2010,D1,100,Men,"Franklin, Jamere",JR-3,SE Missouri,10:79,10.79,,,,Ole Miss Invitational,"Apr 10, 2010"
360,2010,D1,100,Men,"Hardnick, Arnez",FR-1,Grambling,10:79,10.79,,,,2010 SWAC Track and Field Outdoor Championship,"Apr 29, 2010"
360,2010,D1,100,Men,"Hunt, Torrance",,East Carolina,10:79,10.79,,,,Conference USA Outdoor Championships,"May 13, 2010"
360,2010,D1,100,Men,"Kyles, Chris",,DePaul,10:79,10.79,,,,Raleigh Relays,"Mar 26, 2010"
360,2010,D1,100,Men,"McFadgen, David",SR-4,N. Carolina A&T,10:79,10.79,,,,Wake Forest Open,"Mar 19, 2010"
360,2010,D1,100,Men,"Morrison, Michael",,California,10:79,10.79,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
360,2010,D1,100,Men,"Ward, Duran",FR-1,Boston U.,10:79,10.79,,,,America East Championships,"May 1, 2010"
360,2010,D1,100,Men,"Woodham, Michael",SO-2,Cal St. Northridge,10:79,10.79,,,,Asics Steve Scott Invitational,"May 1, 2010"
370,2010,D1,100,Men,"Gladman, Charles",SR-4,Robert Morris,10:80,10.8,,,,Northeast Conference Championship,"May 1, 2010"
370,2010,D1,100,Men,"Glover, Wil",SR-4,Indiana,10:80,10.8,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
370,2010,D1,100,Men,"Graham, Tremayne",SO-2,Richmond,10:80,10.8,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
370,2010,D1,100,Men,"Herring, Christopher",SO-2,Bethune-Cookman,10:80,10.8,,,,MEAC Outdoor Championships,"May 6, 2010"
370,2010,D1,100,Men,"Johnson, Tim",SR-4,Northern Iowa,10:80,10.8,,,,Musco Invitational,"May 1, 2010"
370,2010,D1,100,Men,"Lockard, Thomas",JR-3,Appalachian State,10:80,10.8,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
370,2010,D1,100,Men,"Minton, Frank",FR-1,Kennesaw State,10:80,10.8,,,,Sea Ray Relays,"Apr 7, 2010"
370,2010,D1,100,Men,"Reed, Jordan",FR-1,UNC-Wilmington,10:80,10.8,,,,2010 ASICS Winthrop Invitational,"Mar 25, 2010"
370,2010,D1,100,Men,"Sparkman, Benjamin",SR-4,Illinois State,10:80,10.8,,,,Missouri Valley Conference Championships,"May 14, 2010"
370,2010,D1,100,Men,"Thomas, Ty'Quenton",SR-4,Stephen F. Austin,10:80,10.8,,,,North Texas Spring Classic,"Apr 10, 2010"
370,2010,D1,100,Men,"Till, Daniel",SR-4,Citadel,10:80,10.8,,,,CCU Battle of the Beaches,"Mar 6, 2010"
370,2010,D1,100,Men,"Vassell, Oronde",SR-4,Liberty,10:80,10.8,,,,Big South Conference Championships,"Apr 15, 2010"
382,2010,D1,100,Men,"Caldwell, Jacues",SO-2,Louisville,10:81,10.81,,,,Purdue Mike Poehlein Invitational,"Apr 2, 2010"
382,2010,D1,100,Men,"Clark, Steven",,Eastern Illinois,10:81,10.81,,,,Lee Calhoun Invitational,"Apr 10, 2010"
382,2010,D1,100,Men,"Crawford, Richard",JR-3,Long Beach St.,10:81,10.81,,,,Big West Conference Track & Field Championships,"May 14, 2010"
382,2010,D1,100,Men,"Crawford, Shane",JR-3,Purdue,10:81,10.81,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
382,2010,D1,100,Men,"Dorsey, Jarell",FR-1,Mid. Tenn. State,10:81,10.81,,,,Auburn Tiger Track Classic,"Apr 2, 2010"
382,2010,D1,100,Men,"Johnson, Ronnie",FR-1,UL-Monroe,10:81,10.81,,,,UL-Lafayette LOUSIANA CLASSICS Invite & Multi-Events,"Mar 18, 2010"
382,2010,D1,100,Men,"Jones, Aaron",JR-3,Texas State,10:81,10.81,,,,Texas Invite,"May 1, 2010"
382,2010,D1,100,Men,"Lawerence, Diego",,Campbell,10:81,10.81,,,,Atlantic Sun Championship,"May 14, 2010"
382,2010,D1,100,Men,"Morrisey, Nick",SR-4,Delaware,10:81,10.81,,,,2010 CAA Track & Field Championships,"Apr 30, 2010"
382,2010,D1,100,Men,"Stewart, Ramon",SO-2,Arkansas-Little Rock,10:81,10.81,,,,Rhodes Open,"Mar 20, 2010"
382,2010,D1,100,Men,"Strandquist, Per",SO-2,Boise State,10:81,10.81,,,,Idaho-Utah Borderclash,"Apr 30, 2010"
382,2010,D1,100,Men,"Tobias, Christian",,Georgetown,10:81,10.81,,,,Mason Spring Invite,"Apr 10, 2010"
