POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
24,2010,D1,1500,Women,"Kosinski, Alex",SR-4,Oregon,4:18:98,258.98,,,,Pac-10 Track & Field Championships,"May 15, 2010"
1,2010,D1,200,Men,"Mitchell, Maurice",SO-2,Florida State,20:25,20.25,,,,ACC Outdoor Championships,"Apr 15, 2010"
2,2010,D1,200,Men,"Byram, Brandon",JR-3,Florida State,20:40,20.4,,,,FSU Seminole Twilight,"May 7, 2010"
3,2010,D1,200,Men,"Wells, Evander",SR-4,Tennessee,20:45,20.45,,,,Sea Ray Relays,"Apr 7, 2010"
4,2010,D1,200,Men,"Mitchell, Curtis",SO-2,Texas A&M,20:46,20.46,,,,Big 12 Championships,"May 14, 2010"
4,2010,D1,200,Men,"Smellie, Gavin",SR-4,Western Kentucky,20:46,20.46,,,,Vanderbilt Invitational,"Apr 16, 2010"
6,2010,D1,200,Men,"Walker, Justin",,Northwestern St.,20:49,20.49,,,,Southland Conference Outdoor Championships,"May 14, 2010"
7,2010,D1,200,Men,"Sorrillo, Rondel",SR-4,Kentucky,20:54,20.54,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
8,2010,D1,200,Men,"Harts, Trey",SR-4,Baylor,20:57,20.57,,,,Texas Invite,"May 1, 2010"
9,2010,D1,200,Men,"Newman, Calesio",SR-4,N. Carolina A&T,20:60,20.6,,,,MEAC Outdoor Championships,"May 6, 2010"
9,2010,D1,200,Men,"Sales, Antonio",SR-4,South Carolina,20:60,20.6,,,,2010 Florida Relays,"Apr 2, 2010"
11,2010,D1,200,Men,"Phiri, Gerald",JR-3,Texas A&M,20:61,20.61,,,,Big 12 Championships,"May 14, 2010"
12,2010,D1,200,Men,"Dodson, Jeremy",SR-4,Colorado,20:63,20.63,,,,Big 12 Championships,"May 14, 2010"
12,2010,D1,200,Men,"Mullings, Dwight",SR-4,Mississippi St.,20:63,20.63,,,,Ole Miss Invitational,"Apr 10, 2010"
12,2010,D1,200,Men,"Williams, Teddy",SR-4,UTSA,20:63,20.63,,,,Southland Conference Outdoor Championships,"May 14, 2010"
15,2010,D1,200,Men,"McQuay, Tony",,Florida,20:64,20.64,,,,2010 Florida Relays,"Apr 2, 2010"
15,2010,D1,200,Men,"Young, Javon",SO-2,Charleston Southern,20:64,20.64,,,,2010 Florida Relays,"Apr 2, 2010"
17,2010,D1,200,Men,"Henderson, Markus",SR-4,Texas Tech,20:67,20.67,,,,Texas Tech vs. Nebraska Dual Meet,"May 1, 2010"
18,2010,D1,200,Men,"DeHaven, Michael",JR-3,Auburn,20:70,20.7,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
18,2010,D1,200,Men,"Law, Darius",SR-4,Charlotte,20:70,20.7,,,,Atlantic 10 Outdoor Championships,"May 1, 2010"
18,2010,D1,200,Men,"Ngwigwa, Obakeng",SR-4,South Carolina,20:70,20.7,,,,Tony Waldrop Tar Heel Invitational,"May 8, 2010"
21,2010,D1,200,Men,"Dungey, Mychal",SR-4,TCU,20:71,20.71,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
21,2010,D1,200,Men,"Fullwood, Albert",SR-4,Louisiana Tech,20:71,20.71,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
23,2010,D1,200,Men,"Silmon, Charles",SR-4,TCU,20:72,20.72,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
24,2010,D1,200,Men,"Gray, Cordero",SR-4,Texas-Arlington,20:73,20.73,,,,Southland Conference Outdoor Championships,"May 14, 2010"
1,2010,D1,200,Women,"Tarmoh, Jeneba",SO-2,Texas A&M,22:65,22.65,,,,Big 12 Championships,"May 14, 2010"
2,2010,D1,200,Women,"Lucas, Porscha",SR-4,Texas A&M,22:72,22.72,,,,Big 12 Championships,"May 14, 2010"
3,2010,D1,200,Women,"McCorory, Francena",SR-4,Hampton,22:92,22.92,,,,2010 Florida Relays,"Apr 2, 2010"
4,2010,D1,200,Women,"Henry, Samantha",SR-4,LSU,22:94,22.94,,,,Miami Hurricane Alumni Invitational,"Apr 10, 2010"
5,2010,D1,200,Women,"Duncan, Kimberlyn",SO-2,LSU,22:96,22.96,,,,LSU Alumni Gold,"Apr 16, 2010"
6,2010,D1,200,Women,"Purvis, Amber",JR-3,Oregon,23:00,23.0,,,,Oregon Pepsi Invitational,"Apr 10, 2010"
7,2010,D1,200,Women,"Beard, Jessica",SR-4,Texas A&M,23:05,23.05,,,,Big 12 Championships,"May 14, 2010"
8,2010,D1,200,Women,"Greaves, Shavon",JR-3,Penn State,23:07,23.07,,,,2010 Florida Relays,"Apr 2, 2010"
8,2010,D1,200,Women,"Townsend, Tiffany",SR-4,Baylor,23:07,23.07,,,,Big 12 Championships,"May 14, 2010"
10,2010,D1,200,Women,"Ferguson, Sheniqua",SR-4,Auburn,23:08,23.08,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
10,2010,D1,200,Women,"Smith, Nivea",JR-3,Auburn,23:08,23.08,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
12,2010,D1,200,Women,"Sales, Quanisha",SR-4,Louisiana Tech,23:12,23.12,,,,Northwestern State Invitational,"May 1, 2010"
13,2010,D1,200,Women,"McGrone, Candyce",SO-2,Florida State,23:16,23.16,,,,2010 Florida Relays,"Apr 2, 2010"
14,2010,D1,200,Women,"Baker, Keshia",SR-4,Oregon,23:18,23.18,,,,Pac-10 Track & Field Championships,"May 15, 2010"
14,2010,D1,200,Women,"Evans, Terra",SR-4,Texas Tech,23:18,23.18,,,,Sooner Invitational,"Apr 23, 2010"
16,2010,D1,200,Women,"Scott, Kristine",SR-4,Clemson,23:21,23.21,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
16,2010,D1,200,Women,"Walls, Jasmine",SR-4,Texas-Arlington,23:21,23.21,,,,Northwestern State Invitational,"May 1, 2010"
18,2010,D1,200,Women,"Mayo, Gabby",JR-3,Texas A&M,23:22,23.22,,,,Texas Invite,"May 1, 2010"
19,2010,D1,200,Women,"Wilson, Kenyanna",SR-4,LSU,23:24,23.24,,,,LSU Alumni Gold,"Apr 16, 2010"
20,2010,D1,200,Women,"Pearson, Natalie",SR-4,UNC-Asheville,23:25,23.25,,,,Big South Conference Championships,"Apr 15, 2010"
21,2010,D1,200,Women,"Cobb, Antoinette",SR-4,Louisiana Tech,23:26,23.26,,,,Northwestern State Invitational,"May 1, 2010"
22,2010,D1,200,Women,"Brown, Ikeiylah",SR-4,Coastal Carolina,23:27,23.27,,,,Big South Conference Championships,"Apr 15, 2010"
23,2010,D1,200,Women,"Miller, Scottesha",SR-4,Oklahoma,23:28,23.28,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
24,2010,D1,200,Women,"Okagbare, Blessing",SR-4,UTEP,23:30,23.3,,,,UTEP Springtime,"Mar 27, 2010"
1,2010,D1,3000S,Men,"Bor, Hillary",SR-4,Iowa State,8:38:05,518.05,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
2,2010,D1,3000S,Men,"Harjamaki, Joonas",JR-3,Lamar,8:39:22,519.22,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
3,2010,D1,3000S,Men,"Sodaro, Steve",JR-3,California,8:40:60,520.6,,,,Pac-10 Track & Field Championships,"May 15, 2010"
4,2010,D1,3000S,Men,"Tyner, Justin",SR-4,Air Force,8:41:09,521.09,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
5,2010,D1,3000S,Men,"Hughes, Matt",JR-3,Louisville,8:41:98,521.98,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
6,2010,D1,3000S,Men,"Gasper, Ryan",SR-4,Wisconsin,8:42:88,522.88,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
7,2010,D1,3000S,Men,"Strickland, Steve",SR-4,Utah State,8:42:97,522.97,,,,Brutus Hamilton Invitational,"Apr 23, 2010"
8,2010,D1,3000S,Men,"Limo, Gilbert",SR-4,Texas Tech,8:42:99,522.99,,,,Brutus Hamilton Invitational,"Apr 23, 2010"
9,2010,D1,3000S,Men,"Nelson, Richard",SR-4,BYU,8:43:27,523.27,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
10,2010,D1,3000S,Men,"Knight, Dylan",SR-4,UCLA,8:43:68,523.68,,,,Pac-10 Track & Field Championships,"May 15, 2010"
11,2010,D1,3000S,Men,"Sullivan, John",JR-3,Stanford,8:43:69,523.69,,,,Pac-10 Track & Field Championships,"May 15, 2010"
12,2010,D1,3000S,Men,"Kirui, Barnabas",SR-4,Mississippi,8:43:72,523.72,,,,LSU Alumni Gold,"Apr 16, 2010"
12,2010,D1,3000S,Men,"Turner, De'Sean",SO-2,Indiana,8:43:72,523.72,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
14,2010,D1,3000S,Men,"Poore, Andrew",SO-2,Indiana,8:44:10,524.1,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
15,2010,D1,3000S,Men,"Lisgo, Stephen",SR-4,Butler,8:46:35,526.35,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
16,2010,D1,3000S,Men,"Kigen, Evans",JR-3,Liberty,8:46:53,526.53,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
17,2010,D1,3000S,Men,"Kirui, Martin",,Mississippi,8:46:68,526.68,,,,Drake Relays,"Apr 21, 2010"
17,2010,D1,3000S,Men,"Ng'etich, Nicodemus",SR-4,UTEP,8:46:68,526.68,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
19,2010,D1,3000S,Men,"Beatty, Spencer",JR-3,Michigan State,8:46:81,526.81,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
20,2010,D1,3000S,Men,"Mullett, Rob",SR-4,Butler,8:48:14,528.14,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
21,2010,D1,3000S,Men,"Forys, Craig",SR-4,Michigan,8:48:18,528.18,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
21,2010,D1,3000S,Men,"Green, Adam",SR-4,Ohio State,8:48:18,528.18,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
23,2010,D1,3000S,Men,"Lewis, Daniel",SR-4,Villanova,8:48:28,528.28,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
24,2010,D1,3000S,Men,"Martinez, John",SR-4,North Carolina St.,8:48:30,528.3,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
1,2010,D1,3000S,Women,"Franek, Bridget",SR-4,Penn State,9:48:28,588.28,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
2,2010,D1,3000S,Women,"Coburn, Emma",SR-4,Colorado,9:56:29,596.29,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
3,2010,D1,3000S,Women,"Higginson, Ashley",JR-3,Princeton,9:57:50,597.5,,,,ECAC Outdoor Championship,"May 14, 2010"
4,2010,D1,3000S,Women,"Pease, Sarah",JR-3,Indiana,9:59:16,599.16,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
5,2010,D1,3000S,Women,"Hemphill, Kristen",SR-4,Colorado St.,10:02:59,602.59,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
6,2010,D1,3000S,Women,"Stowe, Rebeka",SR-4,Kansas,10:03:41,603.41,,,,Big 12 Championships,"May 14, 2010"
7,2010,D1,3000S,Women,"Bedell, Erin",SR-4,Baylor,10:03:81,603.81,,,,Stanford Invitational,"Mar 26, 2010"
8,2010,D1,3000S,Women,"Tresch, Martina",,Kansas State,10:04:27,604.27,,,,Big 12 Championships,"May 14, 2010"
9,2010,D1,3000S,Women,"Greany, Shelby",SR-4,Providence,10:08:66,608.66,,,,ECAC Outdoor Championship,"May 14, 2010"
10,2010,D1,3000S,Women,"Senior, Ruth",SO-2,New Mexico,10:09:14,609.14,,,,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
11,2010,D1,3000S,Women,"Kipp, Shalaya",,Colorado,10:10:48,610.48,,,,Big 12 Championships,"May 14, 2010"
12,2010,D1,3000S,Women,"Karunde, Winrose",JR-3,Texas Tech,10:11:45,611.45,,,,Big 12 Championships,"May 14, 2010"
13,2010,D1,3000S,Women,"Michel, Claire",SR-4,Oregon,10:11:70,611.7,,,,Pac-10 Track & Field Championships,"May 15, 2010"
14,2010,D1,3000S,Women,"Stephens, Heather",SO-2,Syracuse,10:14:04,614.04,,,,ECAC Outdoor Championship,"May 14, 2010"
15,2010,D1,3000S,Women,"Fjortoft, Silje",SR-4,SMU,10:14:67,614.67,,,,Conference USA Outdoor Championships,"May 13, 2010"
16,2010,D1,3000S,Women,"Ramos, Beverly",SR-4,Kansas State,10:15:43,615.43,,,,Drake Relays,"Apr 21, 2010"
17,2010,D1,3000S,Women,"Callahan, Margaret",SR-4,Arizona,10:16:86,616.86,,,,Pac-10 Track & Field Championships,"May 15, 2010"
18,2010,D1,3000S,Women,"Lee-Painter, Allix",SR-4,Idaho,10:19:15,619.15,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
19,2010,D1,3000S,Women,"MacKay, Rebekah",SR-4,Syracuse,10:20:07,620.07,,,,Princeton Larry Ellis Friday Night Races,"Apr 16, 2010"
20,2010,D1,3000S,Women,"Biwott, Beatrice",SR-4,South Carolina,10:20:14,620.14,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
21,2010,D1,3000S,Women,"Slekis, Stefanie",SR-4,Syracuse,10:20:68,620.68,,,,Princeton Larry Ellis Friday Night Races,"Apr 16, 2010"
22,2010,D1,3000S,Women,"Lawrence, Marie",SO-2,Washington,10:20:79,620.79,,,,Pac-10 Track & Field Championships,"May 15, 2010"
23,2010,D1,3000S,Women,"Rozario, Nicole",SR-4,South Florida,10:23:01,623.01,,,,Sea Ray Relays,"Apr 7, 2010"
24,2010,D1,3000S,Women,"Klaczynski, Sarah",SR-4,Purdue,10:23:28,623.28,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
1,2010,D1,400,Men,"Smith, Calvin",SR-4,Florida,44:81,44.81,,,,UF Tom Jones Memorial,"Apr 17, 2010"
2,2010,D1,400,Men,"Tate, Tavaris",,Mississippi St.,44:86,44.86,,,,Alabama Relays,"Mar 25, 2010"
3,2010,D1,400,Men,"James, Kirani",FR-1,Alabama,45:01,45.01,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
4,2010,D1,400,Men,"Hughes, Joey",SR-4,USC,45:16,45.16,,,,Pac-10 Track & Field Championships,"May 15, 2010"
5,2010,D1,400,Men,"Henry, Tabarie",,Texas A&M,45:20,45.2,,,,Texas Invite,"May 1, 2010"
6,2010,D1,400,Men,"Wilder, O'Neal",SR-4,Mississippi St.,45:24,45.24,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
7,2010,D1,400,Men,"McQuay, Tony",,Florida,45:37,45.37,,,,UF Tom Jones Memorial,"Apr 17, 2010"
8,2010,D1,400,Men,"Borlee, Kevin",SO-2,Florida State,45:40,45.4,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
9,2010,D1,400,Men,"Mutegi, Anderson",SR-4,UTEP,45:43,45.43,,,,UNM Don Kirby Invitational,"May 1, 2010"
10,2010,D1,400,Men,"Mullings, Dwight",SR-4,Mississippi St.,45:48,45.48,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
11,2010,D1,400,Men,"Sanford, Donald",SR-4,Arizona State,45:51,45.51,,,,Pac-10 Track & Field Championships,"May 15, 2010"
12,2010,D1,400,Men,"Taylor, Christian",SR-4,Florida,45:55,45.55,,,,2010 Florida Relays,"Apr 2, 2010"
13,2010,D1,400,Men,"Nolan, Errol",,Houston,45:60,45.6,,,,Texas Invite,"May 1, 2010"
14,2010,D1,400,Men,"Boyd, Marcus",SR-4,Baylor,45:69,45.69,,,,Texas Invite,"May 1, 2010"
15,2010,D1,400,Men,"Pinder, Demetrius",JR-3,Texas A&M,45:89,45.89,,,,2010 Arizona State Invitational,"Mar 26, 2010"
16,2010,D1,400,Men,"Nellum, Bryshon",SR-4,USC,45:94,45.94,,,,Pac-10 Track & Field Championships,"May 15, 2010"
17,2010,D1,400,Men,"Miller, Bryan",SR-4,Texas A&M,45:96,45.96,,,,Texas Invite,"May 1, 2010"
17,2010,D1,400,Men,"Murdaugh, Thomas",SR-4,Ohio State,45:96,45.96,,,,25th Jesse Owens Track Classic,"Apr 30, 2010"
19,2010,D1,400,Men,"Fothergill, Allodin",SR-4,Maryland-Eastern Shore,46:00,46.0,,,,MEAC Outdoor Championships,"May 6, 2010"
19,2010,D1,400,Men,"Law, Darius",SR-4,Charlotte,46:00,46.0,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
21,2010,D1,400,Men,"Cox, Charles",JR-3,North Carolina,46:06,46.06,,,,2010 Florida Relays,"Apr 2, 2010"
21,2010,D1,400,Men,"Howell, Tran",SR-4,Texas A&M,46:06,46.06,,,,Texas Invite,"May 1, 2010"
23,2010,D1,400,Men,"Liggins, Michael",SR-4,Baylor,46:08,46.08,,,,Michael Johnson Classic,"Apr 17, 2010"
24,2010,D1,400,Men,"Ngwigwa, Obakeng",SR-4,South Carolina,46:09,46.09,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
1,2010,D1,400,Women,"Baker, Keshia",SR-4,Oregon,50:76,50.76,,,,Pac-10 Track & Field Championships,"May 15, 2010"
2,2010,D1,400,Women,"Beard, Jessica",SR-4,Texas A&M,51:64,51.64,,,,Oregon Pepsi Invitational,"Apr 10, 2010"
3,2010,D1,400,Women,"Atkins, Joanna",SR-4,Auburn,52:03,52.03,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
4,2010,D1,400,Women,"Cooper, Angele",JR-3,Texas,52:18,52.18,,,,Texas Invite,"May 1, 2010"
5,2010,D1,400,Women,"Williams, Shelise",SR-4,Arkansas,52:23,52.23,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
6,2010,D1,400,Women,"Malone, Chantel",SR-4,Texas,52:35,52.35,,,,Texas Invite,"May 1, 2010"
7,2010,D1,400,Women,"Short, Ciara",SR-4,Cal St. Fullerton,52:37,52.37,,,,Big West Conference Track & Field Championships,"May 14, 2010"
8,2010,D1,400,Women,"Dorr, Fawn",SR-4,Penn State,52:51,52.51,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
9,2010,D1,400,Women,"Cross, Brandi",SR-4,South Carolina,52:54,52.54,,,,2010 Florida Relays,"Apr 2, 2010"
10,2010,D1,400,Women,"Moore, Erica",SR-4,Indiana State,52:60,52.6,,,,Indiana University Billy Hayes Invitational,"May 7, 2010"
11,2010,D1,400,Women,"Hale, Sharay",SR-4,Columbia,52:61,52.61,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
12,2010,D1,400,Women,"George, Regina",,Arkansas,52:62,52.62,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
13,2010,D1,400,Women,"Richardson, Diamond",SR-4,Baylor,52:71,52.71,,,,Texas Invite,"May 1, 2010"
14,2010,D1,400,Women,"Baldwin, LaJada",SR-4,Mississippi,52:72,52.72,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
14,2010,D1,400,Women,"Rodriques, Nadonnia",SR-4,South Carolina,52:72,52.72,,,,2010 Florida Relays,"Apr 2, 2010"
16,2010,D1,400,Women,"Muir, Jody-Ann",,Mississippi St.,52:79,52.79,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
17,2010,D1,400,Women,"Ruffin, Shelese",SR-4,Cal St. Northridge,52:82,52.82,,,,Big West Conference Track & Field Championships,"May 14, 2010"
18,2010,D1,400,Women,"McGinnis, Shaniqua",SR-4,Ohio State,52:84,52.84,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
19,2010,D1,400,Women,"Schultz, Joanna",SR-4,Notre Dame,52:88,52.88,,,,52nd Annual Mt. SAC Relays,"Apr 15, 2010"
20,2010,D1,400,Women,"Stone, Nicole",SR-4,San Diego St.,52:89,52.89,,,,Cal/Nevada Collegiate Championship,"Mar 27, 2010"
21,2010,D1,400,Women,"McLaughlin, Ashlea",SR-4,UCLA,52:92,52.92,,,,USC vs UCLA Dual Meet,"May 1, 2010"
22,2010,D1,400,Women,"Swindell, Tiara",SR-4,George Mason,52:94,52.94,,,,2010 CAA Track & Field Championships,"Apr 30, 2010"
23,2010,D1,400,Women,"Smith, Stacey-Ann",JR-3,Texas,52:97,52.97,,,,Texas Invite,"May 1, 2010"
24,2010,D1,400,Women,"Juarez, Kristal",JR-3,TCU,53:02,53.02,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
1,2010,D1,400H,Men,"Anderson, Jeshua",SR-4,Washington St.,48:63,48.63,,,,Pac-10 Track & Field Championships,"May 15, 2010"
2,2010,D1,400H,Men,"Morton, Amaechi",SO-2,Stanford,48:94,48.94,,,,Pac-10 Track & Field Championships,"May 15, 2010"
3,2010,D1,400H,Men,"Dutch, Johnny",JR-3,South Carolina,49:48,49.48,,,,Tony Waldrop Tar Heel Invitational,"May 8, 2010"
4,2010,D1,400H,Men,"Moore, Lee",SR-4,Mississippi,49:52,49.52,,,,Ole Miss Invitational,"Apr 10, 2010"
5,2010,D1,400H,Men,"Brown, Bryce",JR-3,Texas Tech,49:64,49.64,,,,Big 12 Championships,"May 14, 2010"
6,2010,D1,400H,Men,"Mayers, Emanuel",SR-4,Mississippi St.,49:65,49.65,,,,Ole Miss Invitational,"Apr 10, 2010"
7,2010,D1,400H,Men,"Medwood, Kenneth",SR-4,Long Beach St.,49:66,49.66,,,,Big West Conference Track & Field Championships,"May 14, 2010"
8,2010,D1,400H,Men,"Wyatt, Reggie",,USC,49:97,49.97,,,,Pac-10 Track & Field Championships,"May 15, 2010"
9,2010,D1,400H,Men,"Mason, Jamele",SR-4,Texas Tech,50:22,50.22,,,,Big 12 Championships,"May 14, 2010"
10,2010,D1,400H,Men,"Bailey, Eric",SR-4,Oklahoma,50:24,50.24,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
10,2010,D1,400H,Men,"Jeter, Sam",SR-4,Long Beach St.,50:24,50.24,,,,Big West Conference Track & Field Championships,"May 14, 2010"
10,2010,D1,400H,Men,"Varner, Ray",SR-4,Iowa,50:24,50.24,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
13,2010,D1,400H,Men,"Karren, Nick",SR-4,Utah State,50:35,50.35,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
14,2010,D1,400H,Men,"Dai'Re, Val Pierre",SR-4,Fresno State,50:37,50.37,,,,2010 Western Athletic Conference Championships,"May 12, 2010"
15,2010,D1,400H,Men,"Aristil, David",SR-4,South Florida,50:42,50.42,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
16,2010,D1,400H,Men,"Dailey, Adam",JR-3,Nebraska,50:44,50.44,,,,Big 12 Championships,"May 14, 2010"
17,2010,D1,400H,Men,"Wilright, Alex",,UC Davis,50:47,50.47,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
18,2010,D1,400H,Men,"Ulm, Toby",SR-4,Georgetown,50:58,50.58,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
19,2010,D1,400H,Men,"LaRue, Brent",SR-4,Wake Forest,50:60,50.6,,,,Auburn Tiger Track Classic,"Apr 2, 2010"
20,2010,D1,400H,Men,"Casey, Chance",,Baylor,50:65,50.65,,,,Big 12 Championships,"May 14, 2010"
21,2010,D1,400H,Men,"Perez, Jason",SR-4,Houston,50:83,50.83,,,,Rice J. Fred Duckett Twilight,"Apr 24, 2010"
22,2010,D1,400H,Men,"Chavez, Kekoa",SR-4,Wyoming,50:85,50.85,,,,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
23,2010,D1,400H,Men,"Blanks, Carson",SR-4,Mississippi,50:87,50.87,,,,Ole Miss Invitational,"Apr 10, 2010"
23,2010,D1,400H,Men,"Simms, Elon",SR-4,Ohio State,50:87,50.87,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
1,2010,D1,400H,Women,"Harrison, Queen Quedith",SR-4,Virginia Tech,54:66,54.66,,,,ACC Outdoor Championships,"Apr 15, 2010"
2,2010,D1,400H,Women,"Brown, Ti'erra",SR-4,Miami,55:55,55.55,,,,ACC Outdoor Championships,"Apr 15, 2010"
3,2010,D1,400H,Women,"Moore, Erica",SR-4,Indiana State,56:21,56.21,,,,Missouri Valley Conference Championships,"May 14, 2010"
4,2010,D1,400H,Women,"Jameson, Tameka",SR-4,Miami,56:51,56.51,,,,Georgia Tech Invitational (Division I),"May 14, 2010"
5,2010,D1,400H,Women,"Cooper, Angele",JR-3,Texas,56:52,56.52,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
6,2010,D1,400H,Women,"James, LaToya",JR-3,North Carolina,56:63,56.63,,,,2010 Florida Relays,"Apr 2, 2010"
7,2010,D1,400H,Women,"Dorr, Fawn",SR-4,Penn State,56:65,56.65,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
8,2010,D1,400H,Women,"Schultz, Joanna",SR-4,Notre Dame,56:82,56.82,,,,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
9,2010,D1,400H,Women,"Thompson, Turquoise",,UCLA,56:92,56.92,,,,Pac-10 Track & Field Championships,"May 15, 2010"
10,2010,D1,400H,Women,"Hayes, Jernail",SR-4,Seton Hall,57:04,57.04,,,,ECAC Outdoor Championship,"May 14, 2010"
11,2010,D1,400H,Women,"Sutherland, Andrea",JR-3,Texas A&M,57:12,57.12,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
11,2010,D1,400H,Women,"Tate, Cassandra",JR-3,LSU,57:12,57.12,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
13,2010,D1,400H,Women,"Muhammad, Dalilah",SR-4,USC,57:14,57.14,,,,Pac-10 Track & Field Championships,"May 15, 2010"
14,2010,D1,400H,Women,"Profit, Kiani",SR-4,Maryland,57:35,57.35,,,,ECAC Outdoor Championship,"May 14, 2010"
15,2010,D1,400H,Women,"Elahi, Kianna",SR-4,Iowa State,57:40,57.4,,,,Big 12 Championships,"May 14, 2010"
16,2010,D1,400H,Women,"Anderson, Amelia",SR-4,Auburn,57:64,57.64,,,,Auburn War Eagle Invitational,"Apr 16, 2010"
17,2010,D1,400H,Women,"Washington, Asia",SR-4,Virginia Tech,57:71,57.71,,,,ACC Outdoor Championships,"Apr 15, 2010"
18,2010,D1,400H,Women,"Wortham, Ellen",SO-2,Tennessee,57:77,57.77,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
19,2010,D1,400H,Women,"Duncan, Megan",JR-3,Penn State,57:88,57.88,,,,Big Ten Conference Outdoor Championships,"May 14, 2010"
20,2010,D1,400H,Women,"Holland, Christina",,Baylor,57:94,57.94,,,,2010 Clyde Littlefield Texas Relays,"Mar 31, 2010"
21,2010,D1,400H,Women,"Caldwell, Kyra",SR-4,Columbia,57:98,57.98,,,,ECAC Outdoor Championship,"May 14, 2010"
22,2010,D1,400H,Women,"Chaney, Jasmine",JR-3,Arizona State,58:01,58.01,,,,31st Sun Angel Track Classic - University,"Apr 8, 2010"
23,2010,D1,400H,Women,"Persson, Sofie",SR-4,Mississippi,58:07,58.07,,,,SEC Outdoor Track & Field Championships,"May 13, 2010"
24,2010,D1,400H,Women,"Griffith, Latoya",SO-2,Illinois,58:11,58.11,,,,Illinois Twilight,"Apr 30, 2010"
1,2010,D1,4x100,Men,,,Florida (A),38:93,38.93,,,,2010 Florida Relays,"Apr 2, 2010"
2,2010,D1,4x100,Men,,,Florida State (B),39:06,39.06,,,,FSU Seminole Twilight,"May 7, 2010"
